Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-19.7Ni-10.3Al-6.9Cr-1.0W-5.1Ti-4.1Ta,1-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1193,1242.1,1273.4,,52.9,19.7,10.3,6.9,1,5.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.9Al-2.1Cr-1.3W-2.2Ti-4.3Ta,2-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1266.5,1315.6,1362.4,,42.6,35.6,11.9,2.1,1.3,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.2Ni-9.8Al-7.0Cr-1.4W-4.9Ti-4.4Ta,3-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1198.2,1242.2,1276.4,,52.3,20.2,9.8,7,1.4,4.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-24.5Ni-12.5Al-10.0Cr-1.2W-2.0Ti-4.2Ta,4-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1146.3,1274,1311.4,,45.6,24.5,12.5,10,1.2,2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.6Al-2.0Cr-1.2W-3.0Ti-4.2Ta,2-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1259.1,1295.2,1344.2,,42.4,35.6,11.6,2,1.2,3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.7Ni-11.3Al-1.8Cr-1.5W-3.0Ti-4.2Ta,3-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1270.2,1300.7,1352,,42.5,35.7,11.3,1.8,1.5,3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.0Ni-12.5Al-2.0Cr-1.3W-1.9Ti-4.1Ta,4-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1271.3,1305.8,1355.1,,42.2,36,12.5,2,1.3,1.9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-13.3Al-2.0Cr-1.1W-2.0Ti-4.1Ta,1-Apr,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1274.4,1305.6,1352.5,,40.2,37.3,13.3,2,1.1,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.3Al-2.0Cr-1.8W-2.0Ti-4.1Ta,3-Mar,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1247.6,1319.6,1364.7,,43.2,35.6,11.3,2,1.8,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.5Ni-13.2Al-2.2Cr-1.2W-1.0Ti-4.0Ta,4-Mar,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1252.8,1323,1365.3,,42.9,35.5,13.2,2.2,1.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V,base,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1075,1390,,,53,30,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-2.0Ta-5.0V,2Ti,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1152,1345,,,51,30,10,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-2.0Nb-5.0V,2Nb,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1154,1323,,,51,30,10,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V-2.0Mo,2Mo,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1098,1378,,,51,30,10,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0W-2.0Ta-5.0V,2W,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1131,1390,,,51,30,10,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1142,1328,1378,,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1137,1325,1379,,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1122,1314,1383,,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1103,1315,1386,,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1074,1309,1386,,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1036,1306,1391,,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.5Ni-4.9Al-15.1Cr-5.2Ti,56Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",989,1298,1395,,56.34,18.53,4.86,15.09,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",1268,1296,1373,,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115105",1181,1339,,,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115106",1018,1297,,,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115107",1079,1271,,,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114318",980,,,,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.3Ni-9.7Al-1.9Ti-2.1Ta-5.3Mo,0B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",1066,,,,50.7,30.3,9.7,0,0,1.9,2.1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-10.1Al-2.1Ti-2.1Ta-5.1Mo-0.02B,0.02B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143900",1093,,,,50.382,30.2,10.1,0,0,2.1,2.1,0,0,5.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.1Al-2.2Ti-2.5Ta-5.2Mo-0.04B,0.04B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143901",1102,,,,50.863,30.1,9.1,0,0,2.2,2.5,0,0,5.2,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.4Ni-10.2Al-2.1Ti-2.2Ta-5.4Mo-0.08B,0.08B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143902",1087,,,,48.624,31.4,10.2,0,0,2.1,2.2,0,0,5.4,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-9.5Al-1.8Ti-1.9Ta-5.1Mo-0.18B,0.2B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143903",1090,,,,51.823,29.7,9.5,0,0,1.8,1.9,0,0,5.1,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.8Al-2.1Ti-2.1Ta-4.9Mo-0.37B,0.4B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143904",1087,,,,50.327,30.4,9.8,0,0,2.1,2.1,0,0,4.9,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-10.4Al-2.1Ti-2.2Ta-5.3Mo-0.78B,0.8B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143905",1082,,,,48.018,31.2,10.4,0,0,2.1,2.2,0,0,5.3,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.1Al-2.2Ti-2.5Ta-5.2Mo-0.40C,DS cast alloy,"Sharma, A., Mondal, C., Makineni, S. K., Chattopadhyay, K., & Banerjee, D. (2022). Exploring the correlation between microscopic mechanisms and macroscopic behaviour in creep of a directionally solidified tungsten-free ?/?? CoNi-base superalloy. Acta Materialia, 228. https://doi.org/10.1016/j.actamat.2022.117738",1080,1340,,,50.5,30.1,9.1,0,0,2.2,2.5,0,0,5.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-2.1Nb-1.0V-3.8Mo,4Mo1V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139826",866,1312,1421,,83.05,0,10.1,0,0,0,0,2.1,0.95,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.3Al-1.9Nb-2.1V-2.9Mo,3Mo2V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139827",869,1317,1412,,83.8,0,9.3,0,0,0,0,1.9,2.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139828",870,1320,1422,,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.7Al-1.9Nb-3.9V-1.1Mo,1Mo4V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139829",874,1321,1417,,83.4,0,9.7,0,0,0,0,1.9,3.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139830",876,1310,1414,,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.8Al-2.0Nb-5.3V,30Ni0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139831",1017,,,,52.9,30,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-7.4W-2.7Ti-0.40C-0.10B,Co-Al-W superalloy,"Vafaeenezhad, H., Aliakbari-Sani, S., Seyedein, S. H., Ghosh, A., & Eivani, A. R. (2022). Flow behavior and strain rate sensitivity assessment of ?and ?’ phases in Co-Al-W-based superalloy using experimental and computational approaches. Journal of Materials Research and Technology, 18, 4617–4630. https://doi.org/10.1016/j.jmrt.2022.03.166",1071,,,,79.6,0,9.8,0,7.4,2.7,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.0Ti,Co-14 As Cast,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1138,1220,1312,,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ti-6.2V,Co-10-6 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1112,1252,1361,,83.61,0,0,0,0,10.2,0,0,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.3Ti-11.4V,Co-6-11 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1055,1297,1388,,82.31,0,0,0,0,6.28,0,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1164,1301,1359,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",1040,1384,1412,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",985,1399,1427,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.0Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1 (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111058",1145,1357,1423,,42.5,32,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-44.5Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1X (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111059",1195,1355,1417,,30,44.5,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-33.8Ni-8.7Al-13.5Cr-2.1W-1.0Ti-0.9Ta-0.3Nb-2.1Mo,A1,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118536",1050,,,,37.6,33.8,8.7,13.5,2.1,1,0.9,0.3,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.2Al-14.2Cr-2.0W-2.7Ti-1.3Ta-0.9Nb,A2,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118537",1095,,,,40.7,30,8.2,14.2,2,2.7,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-5.Al-6.0Ti-3.0Nb-3.0V-0.04B,3 (6Ti-0Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139977",977,,,,72.96,10,5,0,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-5.Al-4.0Cr-6.0Ti-3.0Nb-3.0V-0.04B,4 (6Ti-4Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139978",1008,,,,68.96,10,5,4,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
