Shortname,Name,Paper,Yield Stress,Temperature C,Strain rate /s,Compression/Tension,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",576,900,0.0001,1,compression,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",381,1000,0.0001,1,compression,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115105",1064,25,0.001,1,not mentioned,1004,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115106",1047,570,0.001,1,not mentioned,1004,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115107",951,670,0.001,1,not mentioned,1004,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115108",751,770,0.001,1,not mentioned,1004,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115109",449,870,0.001,1,not mentioned,1004,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115106",1042,25,0.001,1,not mentioned,1005,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115107",1085,570,0.001,1,not mentioned,1005,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115108",974,670,0.001,1,not mentioned,1005,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115109",861,770,0.001,1,not mentioned,1005,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115110",640,870,0.001,1,not mentioned,1005,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115107",851,25,0.001,1,not mentioned,1006,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115108",1017,570,0.001,1,not mentioned,1006,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115109",1170,670,0.001,1,not mentioned,1006,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115110",1095,770,0.001,1,not mentioned,1006,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115111",504,870,0.001,1,not mentioned,1006,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114318",726,25,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114319",609,570,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114320",623,670,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114321",630,770,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114322",601,870,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114323",288,970,0.001,1,compression,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139455",887.8980892,25,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139456",545.8598726,600,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139457",551.5923567,651.7241379,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139458",608.9171975,700,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139459",578.343949,751.7241379,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139460",561.1464968,800,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139461",519.1082803,850,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139462",406.3694268,900,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139463",324.2038217,951.7241379,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112242",495.9,500,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112243",515.5,600,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112244",547,650,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112245",521.1,700,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112246",432.9,750,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112247",364.3,800,0.004,-1,tensile,1008,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112243",508.6,500,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112244",583.6,600,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112245",600.6,650,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112246",574.5,700,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112247",481.2,750,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112248",382.1,800,0.004,-1,tensile,1009,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139828",581,25,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139829",509,570,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139830",459,670,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139831",474,770,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139832",445,870,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139833",320,970,0.001,1,compression,1020,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139830",591,25,0.001,1,compression,1022,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139831",475,570,0.001,1,compression,1022,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139832",456,670,0.001,1,compression,1022,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139833",415,770,0.001,1,compression,1022,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
